"Accepted Symbol" "Synonym Symbol" "Scientific Name" "Common Name" "State and Province" "Duration" "Growth Habit" "Native Status" "Active Growth Period" "Flower Color" "Flower Conspicuous" "Height  Mature (feet)" "Lifespan" "Drought Tolerance" "Shade Tolerance" "Bloom Period" 
"EUMA27" "" "Eurybia macrophylla" "bigleaf aster" "USA (CT  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (MB  NB  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "4.6" "Long" "Low" "Tolerant" "Late Summer" 
"EUOC4" "" "Euthamia occidentalis" "western goldentop" "USA (AZ  CA  CO  ID  MT  NE  NM  NV  OR  UT  WA  WY)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "6.0" "Long" "Medium" "Intolerant" "Late Summer" 
"EUFI14" "" "Eutrochium fistulosum" "trumpetweed" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KY  LA  MA  MD  ME  MI  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WV)  CAN (QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "" "" "" "" "" "" "" "" 
"EUFI14" "EUFI" "Eupatorium fistulosum" "" "" "" "" "" "Summer" "Purple" "Yes" "6.0" "Moderate" "Low" "Intermediate" "Summer" 
"EUMAM4" "" "Eutrochium maculatum var. maculatum" "spotted joe pye weed" "USA (CT  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  NC  NH  NJ  NY  OH  PA  RI  TN  VA  VT  WI  WV)  CAN (MB  NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)  SPM (N)" "" "" "" "" "" "" "" "" 
"EUMAM4" "EUMAM" "Eupatorium maculatum var. maculatum" "" "" "" "" "" "Summer" "Purple" "Yes" "6.0" "Moderate" "Low" "Intermediate" "Summer" 
"FAPA" "" "Fallugia paradoxa" "Apache plume" "USA (AZ  CA  CO  NM  NV  OK  TX  UT)" "Perennial" "Shrub" "L48 (N)" "Spring and Summer" "Purple" "Yes" "6.0" "Moderate" "High" "Intolerant" "Late Spring" 
"FERU" "" "Fendlera rupicola" "cliff fendlerbush" "USA (AZ  CO  NM  NV  TX  UT)" "Perennial" "Shrub" "L48 (N)" "Summer" "White" "Yes" "6.0" "Moderate" "High" "Intolerant" "Mid Summer" 
"FEWI" "" "Ferocactus wislizeni" "candy barrelcactus" "USA (AZ  NM  TX)" "Perennial" "Tree  Shrub" "L48 (N)" "Summer" "Orange" "Yes" "11" "Long" "High" "Intolerant" "Late Spring" 
"FICI" "" "Ficus citrifolia" "wild banyantree" "USA (FL)  USA+ (PR  VI)" "Perennial" "Tree  Shrub" "L48 (N)  PR (N)  VI (N)" "" "" "" "" "" "" "" "" 
"FICI" "FILA2" "Ficus laevigata" "" "" "" "" "" "Year Round" "" "Yes" "60" "Short" "" "" "" 
"FOGA" "" "Fothergilla gardenii" "dwarf witchalder" "USA (AL  FL  GA  NC  SC)" "Perennial" "Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "4.0" "Moderate" "None" "Intermediate" "Spring" 
"FRCH" "" "Fragaria chiloensis" "beach strawberry" "USA (AK  CA  HI  NY  OR  WA)  CAN (BC)" "Perennial" "Forb/herb" "L48 (NI)  AK (I)  HI (N)  CAN (N)" "Spring and Summer" "White" "Yes" "0.8" "Moderate" "Medium" "Intermediate" "Early Spring" 
"FRAL" "" "Franklinia alatamaha" "Franklin tree" "USA (GA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "30" "Moderate" "Low" "Intermediate" "Late Summer" 
"FRCA6" "" "Fremontodendron californicum" "California flannelbush" "USA (AZ  CA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "10" "Moderate" "High" "Intolerant" "Late Summer" 
"FRPU2" "" "Fritillaria pudica" "yellow fritillary" "USA (CA  CO  ID  MT  ND  NM  NV  OR  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring" "Yellow" "Yes" "1.0" "Short" "Medium" "Intermediate" "Early Spring" 
"GAAR" "" "Gaillardia aristata" "blanketflower" "USA (AZ  CA  CO  CT  ID  IL  MA  MI  MN  MT  ND  NH  NM  NY  OR  SD  UT  WA  WI  WY)  CAN (AB  BC  MB  NT  ON  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring" "Yellow" "Yes" "2.0" "Moderate" "Medium" "Intolerant" "Spring" 
"GAPU" "" "Gaillardia pulchella" "Indian blanket" "USA (AK  AL  AR  AZ  CA  CO  CT  DE  FL  GA  HI  IA  IL  IN  KS  LA  MA  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NM  NV  NY  OH  OK  PA  SC  SD  TN  TX  VA  VT  WI)  CAN (MB  ON  QC)" "Annual  Biennial  Perennial" "Subshrub  Forb/herb" "L48 (N)  AK (I)  HI (I)  CAN (I)" "Spring  Summer  Fall" "Yellow" "Yes" "2.0" "Short" "High" "Intolerant" "Indeterminate" 
"GABO2" "" "Galium boreale" "northern bedstraw" "USA (AK  AZ  CA  CO  CT  DE  IA  ID  IL  IN  KY  MA  MD  ME  MI  MN  MO  MT  ND  NE  NH  NJ  NM  NV  NY  OH  OR  PA  RI  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (AB  BC  MB  NB  NS  NT  ON  PE  QC  SK  YT)  DEN (GL)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  AK (N)  CAN (N)  GL (N)" "Spring and Summer" "White" "Yes" "3.0" "Moderate" "Medium" "Intermediate" "Late Spring" 
"GAOB" "" "Galium obtusum" "bluntleaf bedstraw" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (NB  NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "1.5" "Moderate" "None" "Tolerant" "Mid Spring" 
"GAOR" "" "Galium oreganum" "Oregon bedstraw" "USA (CA  OR  WA)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "1.0" "Short" "None" "Tolerant" "Mid Summer" 
"GATI" "" "Galium tinctorium" "stiff marsh bedstraw" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (LB  NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "0.8" "Moderate" "None" "Tolerant" "Late Spring" 
"GAHI2" "" "Gaultheria hispidula" "creeping snowberry" "USA (CT  ID  MA  MD  ME  MI  MN  NH  NJ  NY  OH  PA  RI  VT  WA  WI  WV)  CAN (AB  BC  LB  MB  NB  NF  NS  NU  ON  PE  QC  SK)  FRA (SPM)" "Perennial" "Subshrub  Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "0.5" "Long" "Medium" "Tolerant" "Mid Spring" 
"GAPR2" "" "Gaultheria procumbens" "eastern teaberry" "USA (AL  CT  DC  DE  GA  IL  IN  KY  MA  MD  ME  MI  MN  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (MB  NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Subshrub  Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring  Summer  Fall" "White" "Yes" "0.5" "Long" "High" "Tolerant" "Spring" 
"GASH" "" "Gaultheria shallon" "salal" "USA (AK  CA  OR  WA)  CAN (BC)" "Perennial" "Subshrub  Shrub" "L48 (N)  AK (N)  CAN (N)" "Spring  Summer  Fall" "White" "Yes" "6.0" "Moderate" "Low" "Tolerant" "Mid Spring" 
"GABA" "" "Gaylussacia baccata" "black huckleberry" "USA (AL  AR  CT  DC  DE  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "4.0" "Long" "Medium" "Tolerant" "Late Spring" 
"GADU" "" "Gaylussacia dumosa" "dwarf huckleberry" "USA (AL  CT  DC  DE  FL  GA  KY  LA  MA  MD  ME  MS  NC  NH  NJ  NY  PA  RI  SC  TN  VA  WV)  CAN (NB  NF  NS  PE  QC)  FRA (SPM)" "Perennial" "Subshrub  Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "1.4" "Long" "Medium" "Tolerant" "Late Spring" 
"GAFR2" "" "Gaylussacia frondosa" "blue huckleberry" "USA (AL  CT  DC  DE  GA  KY  MA  MD  MS  NC  NH  NJ  NY  PA  RI  SC  TN  VA  WV)" "Perennial" "Shrub" "L48 (N)" "Spring" "White" "Yes" "6.0" "Long" "High" "Tolerant" "Mid Spring" 
"GEAN" "" "Gentiana andrewsii" "closed bottle gentian" "USA (CO  CT  DE  IA  IL  IN  KY  MA  MD  MI  MN  MO  ND  NE  NH  NJ  NY  OH  PA  RI  SD  VA  VT  WI  WV)  CAN (MB  ON  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "2.0" "Moderate" "Medium" "Intermediate" "Mid Summer" 
"GECA" "" "Gentiana calycosa" "Rainier pleated gentian" "USA (CA  ID  MT  NV  OR  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Blue" "Yes" "0.6" "Short" "None" "Tolerant" "Mid Spring" 
"GECL" "" "Gentiana clausa" "bottle gentian" "USA (CT  DC  MA  MD  ME  NC  NH  NJ  NY  OH  PA  RI  TN  VA  VT  WV)  CAN (QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "1.5" "Moderate" "Medium" "Intermediate" "Late Summer" 
"GEER2" "" "Geranium erianthum" "woolly geranium" "USA (AK)  CAN (AB  BC  YT)" "Perennial" "Forb/herb" "AK (N)  CAN (N)" "Spring" "Purple" "Yes" "3.0" "Short" "None" "Intolerant" "Early Summer" 
"GEOR2" "" "Geranium oreganum" "Oregon geranium" "USA (CA  MT  OR  WA)  CAN (AB)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Short" "None" "Tolerant" "Mid Spring" 
"GERI" "" "Geranium richardsonii" "Richardson's geranium" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC  NT  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Short" "Low" "Intermediate" "Mid Spring" 
"GEVI2" "" "Geranium viscosissimum" "sticky purple geranium" "USA (CA  CO  ID  MT  NE  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC  SK)" "Annual  Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Short" "None" "Tolerant" "Mid Spring" 
"GELA" "" "Geum laciniatum" "rough avens" "USA (AL  CT  DC  DE  IA  IL  IN  KS  KY  MA  MD  ME  MI  MN  MO  NC  NE  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "3.1" "Moderate" "Low" "Intermediate" "Late Spring" 
"GEMA4" "" "Geum macrophyllum" "largeleaf avens" "USA (AK  AZ  CA  CO  ID  ME  MI  MN  MT  ND  NH  NJ  NM  NV  NY  OR  SD  UT  VT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  ON  PE  QC  SK  YT)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  SPM (N)" "Spring and Summer" "Yellow" "Yes" "2.0" "Moderate" "Low" "Tolerant" "Late Spring" 
"GERI2" "" "Geum rivale" "purple avens" "USA (CO  CT  IL  IN  MA  MD  ME  MI  MN  MT  ND  NH  NJ  NM  NY  OH  PA  RI  SD  VT  WA  WI  WV  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  ON  PE  QC  SK)  DEN (GL)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)  GL (N)  SPM (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Moderate" "Low" "Intolerant" "Mid Spring" 
"GEROT" "" "Geum rossii var. turbinatum" "Ross' avens" "USA (AZ  CO  ID  MT  NM  NV  OR  UT  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring" "Yellow" "Yes" "0.4" "Short" "High" "Intermediate" "Summer" 
"GETR" "" "Geum triflorum" "old man's whiskers" "USA (AZ  CA  CO  IA  ID  IL  MI  MN  MT  ND  NM  NV  NY  OR  SD  UT  WA  WI  WY)  CAN (AB  BC  MB  NT  ON  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "1.5" "Short" "High" "Intermediate" "Late Summer" 
"GEVE" "" "Geum vernum" "spring avens" "USA (AR  DC  DE  GA  IA  IL  IN  KS  KY  MA  MD  MI  MO  MS  NC  NE  NJ  NY  OH  OK  PA  TN  TX  VA  VT  WI  WV)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "1.6" "Moderate" "Low" "Tolerant" "Mid Spring" 
"GLMA" "" "Glaux maritima" "sea milkwort" "USA (AK  CA  CO  ID  MA  MD  ME  MN  MT  ND  NE  NH  NJ  NM  NV  NY  OR  RI  UT  VA  WA  WY)  CAN (AB  BC  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "0.9" "Moderate" "None" "Intolerant" "Late Spring" 
"GLLE3" "" "Glycyrrhiza lepidota" "American licorice" "USA (AR  AZ  CA  CO  CT  IA  ID  IL  IN  KS  MA  ME  MN  MO  MT  ND  NE  NM  NV  NY  OK  OR  PA  RI  SD  TX  UT  VA  WA  WI  WY)  CAN (AB  BC  MB  ON  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "4.0" "Moderate" "None" "Intermediate" "Late Spring" 
"GOLA" "" "Gordonia lasianthus" "loblolly bay" "USA (AL  FL  GA  MS  NC  SC)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring  Summer  Fall" "White" "Yes" "65" "Moderate" "Low" "Tolerant" "Early Summer" 
"GUOF" "" "Guaiacum officinale" "lignum-vitae" "USA (FL)  USA+ (PR  VI)" "Perennial" "Tree" "L48 (N)  PR (N)  VI (N)" "Spring" "Blue" "Yes" "30" "" "" "Intolerant" "Spring" 
"GUSA" "" "Guaiacum sanctum" "holywood" "USA (FL)  USA+ (PR)" "Perennial" "Tree  Shrub" "L48 (N)  PR (N)" "Spring" "Blue" "Yes" "30" "" "Medium" "" "Spring" 
"GYDI" "" "Gymnocladus dioicus" "Kentucky coffeetree" "USA (AL  AR  CT  DE  GA  IA  IL  IN  KS  KY  MA  MD  ME  MI  MN  MO  MS  NC  ND  NE  NJ  NY  OH  OK  PA  SC  SD  TN  TX  VA  WI  WV)  CAN (ON)" "Perennial" "Tree" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "100" "Long" "Medium" "Intolerant" "Early Summer" 
"HACA3" "" "Halesia carolina" "Carolina silverbell" "USA (AL  FL  GA  MS  NY  SC)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "30" "Moderate" "Low" "Tolerant" "Mid Spring" 
"HADI3" "" "Halesia diptera" "two-wing silverbell" "USA (AL  AR  FL  GA  LA  MS  SC  TX)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring" "White" "Yes" "15" "" "Low" "Intermediate" "Spring" 
"HAVI4" "" "Hamamelis virginiana" "American witchhazel" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Tree  Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "20" "Long" "Low" "Intermediate" "Fall" 
"HEAL" "" "Hedysarum alpinum" "alpine sweetvetch" "USA (AK  ME  MI  MT  ND  NE  NH  RI  SD  VT  WY)  CAN (AB  BC  LB  MB  NB  NF  NT  NU  ON  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Short" "Low" "Intolerant" "Early Summer" 
"HEBO" "" "Hedysarum boreale" "Utah sweetvetch" "USA (AK  AZ  CO  ID  MT  ND  NM  NV  OK  OR  SD  TX  UT  WA  WY)  CAN (AB  BC  MB  NF  NT  NU  ON  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Red" "Yes" "2.0" "Moderate" "High" "Intolerant" "Late Spring" 
"HEBOB2" "" "Hedysarum boreale ssp. boreale var. boreale" "Utah sweetvetch" "USA (AZ  CO  ID  MT  ND  NM  NV  OK  OR  SD  TX  UT  WY)  CAN (AB  BC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Red" "Yes" "2.0" "Moderate" "High" "Intolerant" "Mid Spring" 
"HESU" "" "Hedysarum sulphurescens" "white sweetvetch" "USA (ID  MT  OR  WA  WY)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "1.5" "Long" "High" "Intermediate" "Late Spring" 
"HEAU" "" "Helenium autumnale" "common sneezeweed" "USA (AL  AR  AZ  CA  CO  CT  DC  DE  FL  GA  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (AB  BC  MB  NT  ON  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "4.9" "Moderate" "Low" "Intolerant" "Fall" 
"HEFL" "" "Helenium flexuosum" "purplehead sneezeweed" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring" "Yellow" "Yes" "3.2" "Short" "Medium" "Intolerant" "Summer" 
"HEUN" "" "Helianthella uniflora" "oneflower helianthella" "USA (CO  ID  MT  NM  NV  OR  UT  WA  WY)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "2.0" "Short" "High" "Intermediate" "Spring" 
"HEAN2" "" "Helianthus angustifolius" "swamp sunflower" "USA (AL  AR  DC  DE  FL  GA  IL  IN  KY  LA  MD  MO  MS  NC  NJ  NY  OH  OK  PA  SC  TN  TX  VA  WV)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "5.6" "Moderate" "Medium" "Intermediate" "Late Summer" 
"HEAN3" "" "Helianthus annuus" "common sunflower" "USA (AK  AL  AR  AZ  CA  CO  CT  DC  DE  FL  GA  HI  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  USA+ (PR)  CAN (AB  BC  MB  NB  NS  NT  ON  PE  QC  SK)  FRA (SPM)" "Annual" "Forb/herb" "L48 (N)  AK (I)  HI (I)  PR (I)  CAN (I)  SPM (I)" "Summer" "Yellow" "Yes" "9.0" "" "Medium" "Intolerant" "Summer" 
"HEDE4" "" "Helianthus debilis" "cucumberleaf sunflower" "USA (AL  CT  FL  GA  LA  MA  MD  ME  MI  MS  NC  NH  PA  RI  SC  TX  VA  VT  WV)" "Annual  Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "0.5" "Moderate" "Medium" "Intolerant" "Summer" 
"HEGR4" "" "Helianthus grosseserratus" "sawtooth sunflower" "USA (AR  CT  DE  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  ND  NE  NH  NJ  NM  NY  OH  OK  PA  SD  TN  TX  VA  WA  WI  WV)  CAN (ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring  Summer  Fall" "Yellow" "Yes" "5.0" "Moderate" "Medium" "Intolerant" "Late Summer" 
"HENU" "" "Helianthus nuttallii" "Nuttall's sunflower" "USA (AZ  CA  CO  IA  ID  KS  MN  MO  MT  ND  NE  NM  NV  OK  OR  SD  UT  WA  WY)  CAN (AB  BC  MB  ON  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Yellow" "Yes" "10" "Moderate" "Low" "Intolerant" "Mid Summer" 
"HETU" "" "Helianthus tuberosus" "Jerusalem artichoke" "USA (AL  AR  CA  CO  CT  DC  DE  FL  GA  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (MB  NB  NS  ON  PE  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "9.8" "Moderate" "High" "Intermediate" "Late Summer" 
"HECU3" "" "Heliotropium curassavicum" "salt heliotrope" "USA (AL  AR  AZ  CA  CO  DE  FL  GA  HI  ID  IL  KS  LA  MD  ME  MO  MS  MT  NC  ND  NE  NJ  NM  NV  NY  OK  OR  PA  SC  SD  TX  UT  VA  WA  WY)  USA+ (PR  VI)  CAN (AB  MB  SK)" "Annual  Perennial" "Subshrub  Forb/herb" "L48 (N)  HI (N)  PR (N)  VI (N)  CAN (N)" "Spring  Summer  Fall" "White" "Yes" "1.2" "Moderate" "Medium" "Intolerant" "Mid Spring" 
"HEMA80" "" "Heracleum maximum" "common cowparsnip" "USA (AK  AZ  CA  CO  CT  DE  GA  IA  ID  IL  IN  KS  KY  MA  MD  ME  MI  MN  MO  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OR  PA  RI  SD  TN  UT  VA  VT  WA  WI  WV  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  ON  PE  QC  SK  YT)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "8.0" "Short" "Low" "Intolerant" "Early Summer" 
"HEWH" "" "Hesperoyucca whipplei" "chaparral yucca" "USA (AZ  CA)" "Perennial" "Forb/herb  Shrub  Subshrub" "L48 (N)" "" "" "" "" "" "" "" "" 
"HEWH" "YUWH" "Yucca whipplei" "" "" "" "" "" "Spring and Summer" "White" "Yes" "4.0" "Long" "High" "Intolerant" "Late Spring" 
"HEVI4" "" "Heterotheca villosa" "hairy false goldenaster" "USA (AZ  CA  CO  IA  ID  IL  IN  KS  MI  MN  MT  ND  NE  NM  NV  OK  OR  SD  TX  UT  WA  WI  WY)  CAN (AB  BC  MB  ON  SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "3.0" "Short" "Medium" "Intolerant" "Mid Summer" 
"HEVIV" "" "Heterotheca villosa var. villosa" "hairy false goldenaster" "USA (CO  IA  ID  IL  IN  KS  MI  MN  MT  ND  NE  OR  SD  WA  WI  WY)  CAN (AB  BC  MB  ON  SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "4.5" "Long" "Medium" "Intolerant" "Mid Summer" 
"HECY2" "" "Heuchera cylindrica" "roundleaf alumroot" "USA (CA  ID  MT  NV  OR  WA  WY)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "6.0" "Short" "High" "Intermediate" "Mid Spring" 
"HESA3" "" "Heuchera sanguinea" "coralbells" "USA (AZ  NM  PA)" "Perennial" "Forb/herb" "L48 (N)" "Spring  Summer  Fall" "Red" "Yes" "1.5" "Long" "Low" "Intermediate" "Mid Spring" 
"HIAC" "" "Hibiscus aculeatus" "comfortroot" "USA (AL  FL  GA  LA  MS  NC  SC  TX)" "Perennial" "Forb/herb" "L48 (N)" "Summer" "White" "Yes" "3.0" "Short" "Medium" "Intolerant" "Summer" 
"HILA2" "" "Hibiscus laevis" "halberdleaf rosemallow" "USA (AL  AR  DC  FL  GA  IA  IL  IN  KS  KY  LA  MD  MI  MN  MO  MS  NC  NE  NY  OH  OK  PA  SC  TN  TX  VA  WI  WV)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "8.0" "Moderate" "Low" "Intermediate" "Mid Summer" 
"HIMO" "" "Hibiscus moscheutos" "crimsoneyed rosemallow" "USA (AL  CT  DC  DE  FL  GA  IL  IN  KS  KY  LA  MA  MD  MI  MO  MS  NC  NJ  NM  NY  OH  OK  PA  RI  SC  TN  TX  UT  VA  WI  WV)  CAN (ON)" "Annual  Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring" "White" "Yes" "6.6" "Moderate" "None" "Intolerant" "Summer" 
"HIAL2" "" "Hieracium albiflorum" "white hawkweed" "USA (AK  CA  CO  ID  MT  NV  OR  SD  UT  WA  WI  WY)  CAN (AB  BC  MB  NT  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "White" "Yes" "3.0" "Moderate" "High" "Intermediate" "Late Spring" 
"HODI" "" "Holodiscus discolor" "oceanspray" "USA (AZ  CA  CO  ID  MT  NV  OR  UT  WA)  CAN (BC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "White" "Yes" "12" "Moderate" "Low" "Intolerant" "Late Summer" 
"HODU" "" "Holodiscus dumosus" "rockspirea" "USA (AZ  CO  ID  NM  NV  TX  UT  WY)" "Perennial" "Shrub" "L48 (N)" "Summer and Fall" "White" "Yes" "3.0" "Moderate" "High" "Intolerant" "Late Summer" 
